,file name,dpct snippet,manual snippets
71,../oneAPI-DirectProgramming-training/fpc/dpcpp/main.dp.cpp,"     sycl::atomic<unsigned int>(sycl::global_ptr<unsigned int>(cmp_size))
","     sycl::atomic<unsigned int>(sycl::global_ptr<unsigned int>(cmp_size))
"
72,../oneAPI-DirectProgramming-training/fpc/dpcpp/main.dp.cpp,"   item_ct1.barrier();
","   item_ct1.barrier();
"
73,../oneAPI-DirectProgramming-training/fpc/dpcpp/main.dp.cpp,"   item_ct1.barrier();
","   item_ct1.barrier();
"
74,../oneAPI-DirectProgramming-training/fpc/dpcpp/main.dp.cpp,"     sycl::atomic<unsigned int>(sycl::global_ptr<unsigned int>(cmp_size))
","     sycl::atomic<unsigned int>(sycl::global_ptr<unsigned int>(cmp_size))
"
75,../oneAPI-DirectProgramming-training/fpc/dpcpp/main.dp.cpp,"   q_ct1.submit([&](sycl::handler &cgh) {
     sycl::accessor<unsigned, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         compressable_acc_ct1(cgh);
 
     cgh.parallel_for(sycl::nd_range<3>(grids * threads, threads),
                      [=](sycl::nd_item<3> item_ct1) {
                        fpc_kernel(d_values, d_cmp_size, item_ct1,
                                   compressable_acc_ct1.get_pointer());
                      });
   });
","   q_ct1.submit([&](sycl::handler &cgh) {
     sycl::accessor<unsigned, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         compressable_acc_ct1(cgh);
 
     auto dpct_global_range = grids * threads;
 
     cgh.parallel_for(
         sycl::nd_range<3>(
             sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                            dpct_global_range.get(0)),
             sycl::range<3>(threads.get(2), threads.get(1), threads.get(0))),
         [=](sycl::nd_item<3> item_ct1) {
           fpc_kernel(d_values, d_cmp_size, item_ct1,
                      compressable_acc_ct1.get_pointer());
         });
   });
"
76,../oneAPI-DirectProgramming-training/fpc/dpcpp/main.dp.cpp,"   q_ct1.submit([&](sycl::handler &cgh) {
     sycl::accessor<unsigned, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         compressable_acc_ct1(cgh);
 
     cgh.parallel_for(sycl::nd_range<3>(grids * threads, threads),
                      [=](sycl::nd_item<3> item_ct1) {
                        fpc2_kernel(d_values, d_cmp_size, item_ct1,
                                    compressable_acc_ct1.get_pointer());
                      });
   });
","   q_ct1.submit([&](sycl::handler &cgh) {
     sycl::accessor<unsigned, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         compressable_acc_ct1(cgh);
 
     auto dpct_global_range = grids * threads;
 
     cgh.parallel_for(
         sycl::nd_range<3>(
             sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                            dpct_global_range.get(0)),
             sycl::range<3>(threads.get(2), threads.get(1), threads.get(0))),
         [=](sycl::nd_item<3> item_ct1) {
           fpc2_kernel(d_values, d_cmp_size, item_ct1,
                       compressable_acc_ct1.get_pointer());
         });
   });
"
77,../oneAPI-DirectProgramming-training/gaussian/dpcpp/gaussianElim.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(
           sycl::nd_range<3>(gridDim_fan1 * blockDim_fan1, blockDim_fan1),
           [=](sycl::nd_item<3> item_ct1) {
             fan1(d_a, d_m, size, t, item_ct1);
           });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = gridDim_fan1 * blockDim_fan1;
 
       cgh.parallel_for(
           sycl::nd_range<3>(
               sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                              dpct_global_range.get(0)),
               sycl::range<3>(blockDim_fan1.get(2), blockDim_fan1.get(1),
                              blockDim_fan1.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             fan1(d_a, d_m, size, t, item_ct1);
           });
     });
"
78,../oneAPI-DirectProgramming-training/gaussian/dpcpp/gaussianElim.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(
           sycl::nd_range<3>(gridDim_fan2 * blockDim_fan2, blockDim_fan2),
           [=](sycl::nd_item<3> item_ct1) {
             fan2(d_a, d_b, d_m, size, t, item_ct1);
           });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = gridDim_fan2 * blockDim_fan2;
 
       cgh.parallel_for(
           sycl::nd_range<3>(
               sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                              dpct_global_range.get(0)),
               sycl::range<3>(blockDim_fan2.get(2), blockDim_fan2.get(1),
                              blockDim_fan2.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             fan2(d_a, d_b, d_m, size, t, item_ct1);
           });
     });
"
79,../oneAPI-DirectProgramming-training/geodesic/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(grids * threads, threads),
                        [=](sycl::nd_item<3> item_ct1) {
                          kernel_distance(d_VA, d_VC, N, item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = grids * threads;
 
       cgh.parallel_for(
           sycl::nd_range<3>(
               sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                              dpct_global_range.get(0)),
               sycl::range<3>(threads.get(2), threads.get(1), threads.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             kernel_distance(d_VA, d_VC, N, item_ct1);
           });
     });
"
80,../oneAPI-DirectProgramming-training/haccmk/dpcpp/haccmk.dp.cpp,"         q_ct1.submit([&](sycl::handler &cgh) {
                 cgh.parallel_for(
                     sycl::nd_range<3>(
                         sycl::range<3>(1, 1,
                                        (n1 + block_size - 1) / block_size) *
                             sycl::range<3>(1, 1, block_size),
                         sycl::range<3>(1, 1, block_size)),
                     [=](sycl::nd_item<3> item_ct1) {
                             haccmk_kernel(n1, n2, d_xx, d_yy, d_zz, d_mass,
                                           d_vx2, d_vy2, d_vz2, fsrmax, mp_rsm,
                                           fcoeff, item_ct1);
                     });
         });
","  q_ct1.submit([&](sycl::handler &cgh) {
   cgh.parallel_for(
       sycl::nd_range<3>(
           sycl::range<3>(1, 1, (n1 + block_size - 1) / block_size) *
               sycl::range<3>(1, 1, block_size),
           sycl::range<3>(1, 1, block_size)),
       [=](sycl::nd_item<3> item_ct1) {
        haccmk_kernel(n1, n2, d_xx, d_yy, d_zz, d_mass, d_vx2, d_vy2, d_vz2,
                      fsrmax, mp_rsm, fcoeff, item_ct1);
       });
  });
"
81,../oneAPI-DirectProgramming-training/heartwall/dpcpp/kernel/kernel.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(
           sycl::nd_range<3>(grids * threads, threads),
           [=](sycl::nd_item<3> item_ct1) {
             hw(frame_no, common, d_frame, d_endoRow, d_endoCol, d_tEndoRowLoc,
                d_tEndoColLoc, d_epiRow, d_epiCol, d_tEpiRowLoc, d_tEpiColLoc,
                d_endoT, d_epiT, d_in2, d_conv, d_in2_pad_cumv,
                d_in2_pad_cumv_sel, d_in2_sub_cumh, d_in2_sub_cumh_sel,
                d_in2_sub2, d_in2_sqr, d_in2_sqr_sub2, d_in_sqr, d_tMask,
                d_mask_conv, d_in_mod_temp, d_in_partial_sum,
                d_in_sqr_partial_sum, d_par_max_val, d_par_max_coo,
                d_in_final_sum, d_in_sqr_final_sum, d_denomT, item_ct1);
           });
     });
","   q_ct1.submit([&](sycl::handler &cgh) {
    auto dpct_global_range = grids * threads;
 
    cgh.parallel_for(
        sycl::nd_range<3>(
            sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                           dpct_global_range.get(0)),
            sycl::range<3>(threads.get(2), threads.get(1), threads.get(0))),
        [=](sycl::nd_item<3> item_ct1) {
         hw(frame_no, common, d_frame, d_endoRow, d_endoCol, d_tEndoRowLoc,
            d_tEndoColLoc, d_epiRow, d_epiCol, d_tEpiRowLoc, d_tEpiColLoc,
            d_endoT, d_epiT, d_in2, d_conv, d_in2_pad_cumv, d_in2_pad_cumv_sel,
            d_in2_sub_cumh, d_in2_sub_cumh_sel, d_in2_sub2, d_in2_sqr,
            d_in2_sqr_sub2, d_in_sqr, d_tMask, d_mask_conv, d_in_mod_temp,
            d_in_partial_sum, d_in_sqr_partial_sum, d_par_max_val, d_par_max_coo,
            d_in_final_sum, d_in_sqr_final_sum, d_denomT, 
 #ifdef TEST_CHECKSUM
 	   d_checksum, 
 #endif
 	   item_ct1);
        });
   });
"
82,../oneAPI-DirectProgramming-training/heat/dpcpp/heat.dp.cpp,"   q_ct1.submit([&](sycl::handler &cgh) {
     cgh.parallel_for(
         sycl::nd_range<3>(sycl::range<3>(grid) * sycl::range<3>(block),
                           sycl::range<3>(block)),
         [=](sycl::nd_item<3> item_ct1) {
           initial_value(n, dx, length, u, item_ct1);
         });
   });
","   q_ct1.submit([&](sycl::handler &cgh) {
     auto dpct_global_range = sycl::range<3>(grid) * sycl::range<3>(block);
     auto dpct_local_range = sycl::range<3>(block);
 
     cgh.parallel_for(sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                                       dpct_global_range.get(1),
                                                       dpct_global_range.get(0)),
                                        sycl::range<3>(dpct_local_range.get(2),
                                                       dpct_local_range.get(1),
                                                       dpct_local_range.get(0))),
                      [=](sycl::nd_item<3> item_ct1) {
                        initial_value(n, dx, length, u, item_ct1);
                      });
   });
"
83,../oneAPI-DirectProgramming-training/heat/dpcpp/heat.dp.cpp,"   q_ct1.submit([&](sycl::handler &cgh) {
     cgh.parallel_for(
         sycl::nd_range<3>(sycl::range<3>(grid) * sycl::range<3>(block),
                           sycl::range<3>(block)),
         [=](sycl::nd_item<3> item_ct1) {
           zero(n, u_tmp, item_ct1);
         });
   });
","   q_ct1.submit([&](sycl::handler &cgh) {
     auto dpct_global_range = sycl::range<3>(grid) * sycl::range<3>(block);
     auto dpct_local_range = sycl::range<3>(block);
 
     cgh.parallel_for(sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                                       dpct_global_range.get(1),
                                                       dpct_global_range.get(0)),
                                        sycl::range<3>(dpct_local_range.get(2),
                                                       dpct_local_range.get(1),
                                                       dpct_local_range.get(0))),
                      [=](sycl::nd_item<3> item_ct1) {
                        zero(n, u_tmp, item_ct1);
                      });
   });
"
84,../oneAPI-DirectProgramming-training/heat/dpcpp/heat.dp.cpp,"   /*
","   /*
"
85,../oneAPI-DirectProgramming-training/heat/dpcpp/heat.dp.cpp,"   /*
","   /*
"
86,../oneAPI-DirectProgramming-training/heat/dpcpp/heat.dp.cpp,"     /*
","     /*
"
87,../oneAPI-DirectProgramming-training/heat/dpcpp/heat.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(grid) * sycl::range<3>(block),
                             sycl::range<3>(block)),
           [=](sycl::nd_item<3> item_ct1) {
             solve(n, alpha, dx, dt, r, r2, u, u_tmp, item_ct1);
           });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = sycl::range<3>(grid) * sycl::range<3>(block);
       auto dpct_local_range = sycl::range<3>(block);
 
       cgh.parallel_for(
           sycl::nd_range<3>(
               sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                              dpct_global_range.get(0)),
               sycl::range<3>(dpct_local_range.get(2), dpct_local_range.get(1),
                              dpct_local_range.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             solve(n, alpha, dx, dt, r, r2, u, u_tmp, item_ct1);
           });
     });
"
88,../oneAPI-DirectProgramming-training/heat/dpcpp/heat.dp.cpp,"   /*
","   /*
"
89,../oneAPI-DirectProgramming-training/heat/dpcpp/heat.dp.cpp,"   /*
","   /*
"
90,../oneAPI-DirectProgramming-training/heat/dpcpp/heat.dp.cpp,"     /*
","     /*
"
91,../oneAPI-DirectProgramming-training/heat2d/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       auto Lx_ct4 = Lx;
       auto Ly_ct5 = Ly;
 
       cgh.parallel_for(
           sycl::nd_range<3>(blk * thr, thr), [=](sycl::nd_item<3> item_ct1) {
             dev_lapl_iter(out, in, xdelta, xnorm, Lx_ct4, Ly_ct5, item_ct1);
           });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = blk * thr;
 
       auto Lx_ct4 = Lx;
       auto Ly_ct5 = Ly;
 
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                            dpct_global_range.get(1),
                                            dpct_global_range.get(0)),
                             sycl::range<3>(thr.get(2), thr.get(1), thr.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             dev_lapl_iter(out, in, xdelta, xnorm, Lx_ct4, Ly_ct5, item_ct1);
           });
     });
"
92,../oneAPI-DirectProgramming-training/hotspot3D/dpcpp/3D.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(gridDim * blockDim, blockDim),
                        [=](sycl::nd_item<3> item_ct1) {
                          hotspot3d(d_tIn, d_pIn, d_tOut, numCols, numRows,
                                    layers, ce, cw, cn, cs, ct, cb, cc,
                                    stepDivCap, item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = gridDim * blockDim;
 
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                            dpct_global_range.get(1),
                                            dpct_global_range.get(0)),
                             sycl::range<3>(blockDim.get(2), blockDim.get(1),
                                            blockDim.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             hotspot3d(d_tIn, d_pIn, d_tOut, numCols, numRows, layers, ce, cw,
                       cn, cs, ct, cb, cc, stepDivCap, item_ct1);
           });
     });
"
93,../oneAPI-DirectProgramming-training/hybridsort/dpcpp/bucketsort.dp.cpp,"   q_ct1.submit([&](sycl::handler &cgh) {
     sycl::accessor<unsigned int, 1, sycl::access::mode::read_write,
                    sycl::access::target::local>
 
     cgh.parallel_for(
         sycl::nd_range<3>(
             sycl::range<3>(1, 1, global_histogram / local_histogram) *
                 sycl::range<3>(1, 1, local_histogram),
             sycl::range<3>(1, 1, local_histogram)),
         [=](sycl::nd_item<3> item_ct1) {
           histogram1024(d_offsets_buff, d_input_buff, listsize, minimum,
                         maximum, item_ct1, s_Hist_acc_ct1.get_pointer());
         });
   });
","   q_ct1.submit([&](sycl::handler &cgh) {
     sycl::accessor<unsigned int, 1, sycl::access::mode::read_write,
                    sycl::access::target::local>
 
     cgh.parallel_for(
         sycl::nd_range<3>(
             sycl::range<3>(1, 1, global_histogram / local_histogram) *
                 sycl::range<3>(1, 1, local_histogram),
             sycl::range<3>(1, 1, local_histogram)),
         [=](sycl::nd_item<3> item_ct1) {
           histogram1024(d_offsets_buff, d_input_buff, listsize, minimum,
                         maximum, item_ct1, s_Hist_acc_ct1.get_pointer());
         });
   });
"
94,../oneAPI-DirectProgramming-training/hybridsort/dpcpp/bucketsort.dp.cpp,"   q_ct1.submit([&](sycl::handler &cgh) {
     cgh.parallel_for(
         sycl::nd_range<3>(sycl::range<3>(1, 1, globalpre / localpre) *
                               sycl::range<3>(1, 1, localpre),
                           sycl::range<3>(1, 1, localpre)),
         [=](sycl::nd_item<3> item_ct1) {
           bucketprefix(d_prefixoffsets_buff, d_offsets_buff, blocks, item_ct1);
         });
   });
","   q_ct1.submit([&](sycl::handler &cgh) {
     cgh.parallel_for(
         sycl::nd_range<3>(sycl::range<3>(1, 1, globalpre / localpre) *
                               sycl::range<3>(1, 1, localpre),
                           sycl::range<3>(1, 1, localpre)),
         [=](sycl::nd_item<3> item_ct1) {
           bucketprefix(d_prefixoffsets_buff, d_offsets_buff, blocks, item_ct1);
         });
   });
"
95,../oneAPI-DirectProgramming-training/hybridsort/dpcpp/hybridsort.dp.cpp,"   /*
","   /*
"
96,../oneAPI-DirectProgramming-training/hybridsort/dpcpp/hybridsort.dp.cpp,"   /*
","   /*
"
97,../oneAPI-DirectProgramming-training/hybridsort/dpcpp/hybridsort.dp.cpp,"   /*
","   /*
"
98,../oneAPI-DirectProgramming-training/hybridsort/dpcpp/hybridsort.dp.cpp,"   /*
","   /*
"
99,../oneAPI-DirectProgramming-training/hybridsort/dpcpp/hybridsort.dp.cpp,"   /*
","   /*
"
100,../oneAPI-DirectProgramming-training/hybridsort/dpcpp/hybridsort.dp.cpp,"   /*
","   /*
"
101,../oneAPI-DirectProgramming-training/hybridsort/dpcpp/mergesort.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(sycl::range<3>(1, 1, grid[0]) *
                                              sycl::range<3>(1, 1, local[0]),
                                          sycl::range<3>(1, 1, local[0])),
                        [=](sycl::nd_item<3> item_ct1) {
                          mergeSortPass(d_origList_buff, d_resultList_buff,
                                        d_constStartAddr, threadsPerDiv, nrElems,
                                        item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(sycl::range<3>(1, 1, grid[0]) *
                                              sycl::range<3>(1, 1, local[0]),
                                          sycl::range<3>(1, 1, local[0])),
                        [=](sycl::nd_item<3> item_ct1) {
                          mergeSortPass(d_origList_buff, d_resultList_buff,
                                        d_constStartAddr, threadsPerDiv, nrElems,
                                        item_ct1);
                        });
     });
"
102,../oneAPI-DirectProgramming-training/hybridsort/dpcpp/mergesort.dp.cpp,"   q_ct1.submit([&](sycl::handler &cgh) {
     cgh.parallel_for(sycl::nd_range<3>(grids * threads, threads),
                      [=](sycl::nd_item<3> item_ct1) {
                        mergepack((float *)d_origList_buff,
                                  (float *)d_resultList_buff, d_constStartAddr,
                                  d_finalStartAddr, d_nullElements, item_ct1);
                      });
   });
","   q_ct1.submit([&](sycl::handler &cgh) {
     auto dpct_global_range = grids * threads;
 
     cgh.parallel_for(
         sycl::nd_range<3>(
             sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                            dpct_global_range.get(0)),
             sycl::range<3>(threads.get(2), threads.get(1), threads.get(0))),
         [=](sycl::nd_item<3> item_ct1) {
           mergepack((float *)d_origList_buff, (float *)d_resultList_buff,
                     d_constStartAddr, d_finalStartAddr, d_nullElements,
                     item_ct1);
         });
   });
"
103,../oneAPI-DirectProgramming-training/iso2dfd/dpcpp/iso2dfd.dp.cpp,"       q_ct1.submit([&](sycl::handler &cgh) {
         cgh.parallel_for(sycl::nd_range<3>(dimGrid * dimBlock, dimBlock),
                          [=](sycl::nd_item<3> item_ct1) {
                            iso_2dfd_kernel(d_next, d_prev, d_vel, dtDIVdxy,
                                            nRows, nCols, item_ct1);
                          });
       });
","       q_ct1.submit([&](sycl::handler &cgh) {
         auto dpct_global_range = dimGrid * dimBlock;
 
         cgh.parallel_for(
             sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                              dpct_global_range.get(1),
                                              dpct_global_range.get(0)),
                               sycl::range<3>(dimBlock.get(2), dimBlock.get(1),
                                              dimBlock.get(0))),
             [=](sycl::nd_item<3> item_ct1) {
               iso_2dfd_kernel(d_next, d_prev, d_vel, dtDIVdxy, nRows, nCols,
                               item_ct1);
             });
       });
"
104,../oneAPI-DirectProgramming-training/iso2dfd/dpcpp/iso2dfd.dp.cpp,"       q_ct1.submit([&](sycl::handler &cgh) {
         cgh.parallel_for(sycl::nd_range<3>(dimGrid * dimBlock, dimBlock),
                          [=](sycl::nd_item<3> item_ct1) {
                            iso_2dfd_kernel(d_prev, d_next, d_vel, dtDIVdxy,
                                            nRows, nCols, item_ct1);
                          });
       });
","       q_ct1.submit([&](sycl::handler &cgh) {
         auto dpct_global_range = dimGrid * dimBlock;
 
         cgh.parallel_for(
             sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                              dpct_global_range.get(1),
                                              dpct_global_range.get(0)),
                               sycl::range<3>(dimBlock.get(2), dimBlock.get(1),
                                              dimBlock.get(0))),
             [=](sycl::nd_item<3> item_ct1) {
               iso_2dfd_kernel(d_prev, d_next, d_vel, dtDIVdxy, nRows, nCols,
                               item_ct1);
             });
       });
"
105,../oneAPI-DirectProgramming-training/jaccard/dpcpp/main.dp.cpp,"           dpct::atomic_fetch_add(&weight_i[j], ref_val);
","           dpct::atomic_fetch_add(&weight_i[j], ref_val);
"
106,../oneAPI-DirectProgramming-training/jaccard/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(nblocks * nthreads, nthreads),
                        [=](sycl::nd_item<3> item_ct1) {
                          fill<weighted, T>(e, d_weight_j, (T)1.0, item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = nblocks * nthreads;
 
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                            dpct_global_range.get(1),
                                            dpct_global_range.get(0)),
                             sycl::range<3>(nthreads.get(2), nthreads.get(1),
                                            nthreads.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             fill<weighted, T>(e, d_weight_j, (T)1.0, item_ct1);
           });
     });
"
107,../oneAPI-DirectProgramming-training/jaccard/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(nblocks * nthreads, nthreads),
                        [=](sycl::nd_item<3> item_ct1) {
                          fill<false, T>(e, d_weight_i, (T)0.0, item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = nblocks * nthreads;
 
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                            dpct_global_range.get(1),
                                            dpct_global_range.get(0)),
                             sycl::range<3>(nthreads.get(2), nthreads.get(1),
                                            nthreads.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             fill<false, T>(e, d_weight_i, (T)0.0, item_ct1);
           });
     });
"
108,../oneAPI-DirectProgramming-training/jaccard/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(nblocks * nthreads, nthreads),
                        [=](sycl::nd_item<3> item_ct1) {
                          jaccard_row_sum<weighted, T>(n, d_csrPtr, d_csrInd,
                                                       d_weight_j, d_work,
                                                       item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = nblocks * nthreads;
 
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                            dpct_global_range.get(1),
                                            dpct_global_range.get(0)),
                             sycl::range<3>(nthreads.get(2), nthreads.get(1),
                                            nthreads.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             jaccard_row_sum<weighted, T>(n, d_csrPtr, d_csrInd, d_weight_j,
                                          d_work, item_ct1);
           });
     });
"
109,../oneAPI-DirectProgramming-training/jaccard/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(nblocks * nthreads, nthreads),
                        [=](sycl::nd_item<3> item_ct1) {
                          jaccard_is<weighted, T>(n, e, d_csrPtr, d_csrInd,
                                                  d_weight_j, d_work, d_weight_i,
                                                  d_weight_s, item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = nblocks * nthreads;
 
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                            dpct_global_range.get(1),
                                            dpct_global_range.get(0)),
                             sycl::range<3>(nthreads.get(2), nthreads.get(1),
                                            nthreads.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             jaccard_is<weighted, T>(n, e, d_csrPtr, d_csrInd, d_weight_j,
                                     d_work, d_weight_i, d_weight_s, item_ct1);
           });
     });
"
110,../oneAPI-DirectProgramming-training/jaccard/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(nblocks * nthreads, nthreads),
                        [=](sycl::nd_item<3> item_ct1) {
                          jaccard_jw<weighted, T>(e, d_csrVal, gamma, d_weight_i,
                                                  d_weight_s, d_weight_j,
                                                  item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = nblocks * nthreads;
 
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                            dpct_global_range.get(1),
                                            dpct_global_range.get(0)),
                             sycl::range<3>(nthreads.get(2), nthreads.get(1),
                                            nthreads.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             jaccard_jw<weighted, T>(e, d_csrVal, gamma, d_weight_i, d_weight_s,
                                     d_weight_j, item_ct1);
           });
     });
"
111,../oneAPI-DirectProgramming-training/jenkins-hash/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(grids * threads, threads),
                        [=](sycl::nd_item<3> item_ct1) {
                          kernel(d_lens, d_initvals, d_keys, d_out, N, item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = grids * threads;
 
       cgh.parallel_for(
           sycl::nd_range<3>(
               sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                              dpct_global_range.get(0)),
               sycl::range<3>(threads.get(2), threads.get(1), threads.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             kernel(d_lens, d_initvals, d_keys, d_out, N, item_ct1);
           });
     });
"
112,../oneAPI-DirectProgramming-training/kmeans/dpcpp/cluster.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(grids * threads, threads),
                        [=](sycl::nd_item<3> item_ct1) {
                          feature_transpose(d_feature_swap, d_feature, nfeatures,
                                            npoints, item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = grids * threads;
 
       cgh.parallel_for(
           sycl::nd_range<3>(
               sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                              dpct_global_range.get(0)),
               sycl::range<3>(threads.get(2), threads.get(1), threads.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             feature_transpose(d_feature_swap, d_feature, nfeatures, npoints,
                               item_ct1);
           });
     });
"
113,../oneAPI-DirectProgramming-training/kmeans/dpcpp/cluster.dp.cpp,"         q_ct1.submit([&](sycl::handler &cgh) {
           cgh.parallel_for(sycl::nd_range<3>(grids * threads, threads),
                            [=](sycl::nd_item<3> item_ct1) {
                              find_membership(d_feature_swap, d_clusters,
                                              d_membership, nclusters, nfeatures,
                                              npoints, item_ct1);
                            });
         });
","         q_ct1.submit([&](sycl::handler &cgh) {
           auto dpct_global_range = grids * threads;
 
           cgh.parallel_for(
               sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                                dpct_global_range.get(1),
                                                dpct_global_range.get(0)),
                                 sycl::range<3>(threads.get(2), threads.get(1),
                                                threads.get(0))),
               [=](sycl::nd_item<3> item_ct1) {
                 find_membership(d_feature_swap, d_clusters, d_membership,
                                 nclusters, nfeatures, npoints, item_ct1);
               });
         });
"
114,../oneAPI-DirectProgramming-training/knn/dpcpp/main.dp.cpp,"     item_ct1.barrier();
","     item_ct1.barrier();
"
115,../oneAPI-DirectProgramming-training/knn/dpcpp/main.dp.cpp,"     item_ct1.barrier();
","     item_ct1.barrier();
"
